Job Advertisement,Matched Tools
"  ausbildungsplatzangebot

  angebots-nr. 126-16754-769354

  label content
  ausbildungsberuf eisenbahner/-in im betriebsdienst
  fachrichtung: fahrweg
  (zum berufe-steckbrief )
  schulabschluss wünschenswert mittlerer abschluss oder vergleichbar
  beginn 01. september 2018
  angebotene plätze 7
  weitere vorqualifikation

  deine aufgaben

  zum 1. september 2018 suchen wir dich für die ausbildung zum zuglotsen / fahrdienstleiter* für das geschäftsfeld db netz ag in freiburg, singen, konstanz und umgebung (biberach (baden), waldkirch. . . ), horb,, bondorf und eutingen. wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region.
  * du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen
  * du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken
  * du lernst mechanische, elektromechanische, spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen

  stellenbeschreibung

  dein profil

  * du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss
  * du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick
  * du bist zuverlässig, belastbar, teamfähig und konzentriert
  * du bist bereit verantwortung für reisende und güter zu übernehmen
  * du liebst es zu organisieren und abläufe zu koordinieren

  www.ihk-lehrstellenboerse.de

  unternehmen

  db netz aktiengesellschaft betriebsstätte freiburg

  wilhelmstr. 1 b
  79098 freiburg im breisgau

  zur homepage

  tel. 0711 2092 1958

  weitere ausbildungsplatzangebote des unternehmens (16)

  * elektroniker/-in für betriebstechnik (5)
  * elektroniker/-in für betriebstechnik (5)
  * elektroniker/-in für betriebstechnik (5)","['1', '1']"
"  quereinstieg zum rangierbegleiter (w/m)

  für über 500 verschiedene berufe suchen wir jährlich mehr als 7.000 motivierte mitarbeiter in ganz deutschland. auch quereinsteiger sind bei uns willkommen. du hast schon erfahrung und lust auf etwas neues? dann bewirb dich bei uns! wir machen dich in den ersten monaten fit für deine neue aufgabe.

  zum nächstmöglichen zeitpunkt suchen wir dich als rangierbegleiter für das geschäftsfeld db fernverkehr ag am standort stuttgart.

  deine aufgaben:
  * vorbereitung und durchführung von rangierfahrten
  * abstellen und sichern von fahrzeugen
  * bilden und auflösen der erforderlichen züge und bedienfahrten
  * durchführung von bremsproben und wagenprüfung
  * sichere anwendung des rangierfunks
  * bei guter eignung ist eine weiterqualifizierung zum lokrangierführer möglich (inkl. erwerb des eisenbahnfahrzeugführerscheins)

  dein profil:
  * bereitschaft zum erwerb fehlender qualifikationen
  * bereitschaft zu unregelmäßigem schichtdienst mit nacht-, wochenend- und feiertagsarbeit
  * entscheidungsfähigkeit
  * kommunikations- und teamfähigkeit
  * medizinische tauglichkeit und psychologische eignung (wird durch unsere betriebsärztliche untersuchung nach erfolgreichem vorstellungsgespräch festgestellt)

  wir bieten:
  * stabilität und sicherheit:
  du kannst dir einer langfristigen perspektive durch dein festes arbeitsverhältnis in einem zukunftsorientierten konzern sicher sein.
  * attraktive konditionen:
  du gibst immer alles und bekommst deshalb auch viel zurück: ein marktübliches gehaltspaket mit i. d. r. unbefristeten arbeitsverträgen und beschäftigungssicherung sowie vielfältige nebenleistungen, z. b. das db job-ticket, freifahrten im nah- und fernverkehr (auch für familienangehörige), diverse reisevergünstigungen, eine betriebliche altersvorsorge und vergünstigte versicherungskonditionen.
  * arbeitsplätze in ganz deutschland:
  wir begegnen dir nicht nur auf augenhöhe, sondern in der regel auch dort, wo du zuhause bist. mit arbeitsplätzen in jedem bundesland, in großen städten ebenso wie in kleineren ortschaften und gemeinden.
  * individuelle weiterentwicklung und aufstiegschancen:
  mit seminaren, trainings und qualifizierungen bieten wir dir individuelle und langfristige entwicklungs- und aufstiegschancen auf fach-, projekt- oder führungsebene.

  bewirb dich online mit der angabe deiner gehaltsvorstellung auf die ausschreibungsnummer 277386.
  deine persönlichen daten behandeln wir vertraulich - www.deutschebahn.com/datenschutz-personal.

  jetzt bewerben und mehr erfahren: www.deutschebahn.com/karriere",['w']
"  quereinstieg triebfahrzeugführer (m/w)

  hzl hohenzollerische landesbahn ag hauptverwaltung ulm
  + posted on 16 apr 2018
  + job type: full time
  + career level: entry level
  + industry: other industries

  quereinstieg triebfahrzeugführer (m/w)
  ulm, donau | referenznummer: 21008813

  stellenbeschreibung:
  wir sorgen im süden baden-württembergs für gute verbindungen auf schiene und straße.
  unsere personen- und güterzüge sind permanent für die region im einsatz und unterstützen das wirtschaftliche wachstum, flankiert vom buslinienverkehr in der region zollernalb. durch den hohen qualitätsstandard bieten wir unseren kunden einen umfassenden service.
  wir wachsen weiter, ab juni 2019 fahren moderne, neue dieseltriebwagen vom typ lint 54 der hzl auf dem netz 12, dem ulmer stern, von munderkingen über ulm und heidenheim nach aalen. steigen sie jetzt bei uns ein:

  -triebfahrzeugführer (w/m)
  -quereinsteiger, die es werden wollen

  ausbildungsstart 1. juli 2018   dauer 8 monate

  sie sind triebfahrzeugführer/-in und möchten dieseltriebwagen der neuesten generation steuern?
  oder ist es ihr traumberuf und sie haben noch keine qualifikation, die ihnen die tür zum führerstand öffnet? ganz gleich, wo sie (m/w) heute stehen, nehmen sie fahrt mit uns auf.

  das bringen sie mit:
  - einen mittleren oder vergleichbaren bildungsabschluss
  - gesundheitliche und psychologische tauglichkeit
  - hohes verantwortungsbewusstsein, absolute zuverlässigkeit und pünktlichkeit
  - mobilität und flexibilität
  - bereitschaft zum schicht-/wechseldienst
  - gutes deutsch in wort und schrift
  - einen pkw-führerschein

  das erwartet sie bei uns:
  - ein interessanter, sicherer arbeitsplatz in einem dynamischen team
  - eine attraktive, leistungsgerechte vergütung nach tarifvertrag
  - regelmäßige fort- und weiterbildungen
  - betriebliche altersversorgung
  - freifahrtregelungen

  fragen vorab beantwortet ihnen gerne frau trick unter tel. 07471/1806-831. wir freuen uns auf ihre bewerbungsunterlagen, die sie bitte   gerne auch per e-mail   an unsere personalabteilung senden.

  hzl hohenzollerische landesbahn ag
  personalabteilung · bahnhofstraße 21 · 72379 hechingen
  k.trick@hzl-online.de
  www.hzl-online.de

  arbeitszeit

  arbeitszeitmodell:

  schicht, vollzeit

  arbeitsverhältnis

  befristet:

  keine angaben

  bewerbung

  gewünschte bewerbungsarten:

  schriftlich, per e-mail
  geforderte anlagen:

  bewerbungsmappe mit den üblichen unterlagen

  referenznummer der bundesagentur für arbeit : 10000-1158503085-s
  © copyright by

  anforderungen / infos

  anbieter
  hzl hohenzollerische landesbahn ag hauptverwaltung

  anstellungsart
  arbeit

  zu besetzen ab
  01.07.2018

  bildungsabschluss
  nicht relevant

  führerschein erforderlich
  ja

  kontakt
  hzl hohenzollerische landesbahn ag hauptverwaltung

  ansprechpartner
  frau katrin trick
  bahnhofstr. 21
  72379 hechingen telefon: +49 7471 1806831 telefax: k.trick@hzl-online.de","['w', 'w', 'w', '1', 'w', 'e-mail', 'e-mail']"
"  quereinstieg zum triebfahrzeugführer (m/w) in stuttgart

  was dich erwartet

  für über 500 verschiedene berufe suchen wir motivierte mitarbeiter. und das in ganz deutschland. ob erfahrene profis oder berufsstarter - wir bieten zahlreiche einstiegs- und weiterbildungsmöglichkeiten.
  deine aufgaben

  zum 01. februar 2019 suchen wir dich für die db fernverkehr ag in stuttgart.

  deine aufgaben

  * während der 18-monatigen ausbildung zum lokführer erwirbst du theoretische fachkenntnisse und praktische erfahrungen, um als lokführer im personenverkehr eingesetzt zu werden
  * als ausgebildeter lokführer im innerdeutschen hochgeschwindigkeitsverkehr gewährleistest du, dass unsere reisenden sicher, pünktlich und bequem ihr ziel erreichen
  * neben der verantwortung für die zugfahrt beinhaltet deine aufgabe auch züge pünktlich am bahnsteig bereitzustellen
  * du arbeitest eng und kooperativ mit allen schnittstellen im verkehrsprozess zusammen, um für unsere kunden eine pünktliche zugfahrt zu gewährleisten

  qualifikationen

  dein profil

  * abgeschlossene ausbildung, idealerweise in einem gewerblich-technischen beruf (elektroniker, industriemechaniker, mechatroniker, zerspanungsmechaniker, kfz-mechatroniker etc.)
  * hohe technische affinität und begeisterung für den schienenverkehr und schienenfahrzeuge
  * mindestalter 20 jahre
  * flexibilität und bereitschaft zu unregelmäßigem schichtdienst mit nacht-, wochenend- und feiertagsarbeit
  * absolute zuverlässigkeit, pünktlichkeit und verantwortungsbewusstsein
  * hohes verantwortungsbewusstsein, handlungssicherheit auch in schwierigen situationen im betriebsdienst, lernbereitschaft und ausgeprägte kundenorientierung
  * uneingeschränkte körperliche und psychologische tauglichkeit/ gesundheitliche eignung als triebfahrzeugführer (wird durch einen betriebsarzt festgestellt)
  * gute kenntnisse der deutschen sprache in wort und schrift
  * auszug aus dem fahreignungsregister (nicht älter als 2 monate) und pkw-führerschein

  bewerbungen bereits ausgebildeter triebfahrzeugführer sind selbstverständlich ebenso willkommen.

  steckbrief

  stellenbezeichnung:
  quereinstieg zum triebfahrzeugführer (m/w) in stuttgart

  unternehmen:
  deutsche bahn ag

  standort:
  stuttgart-mitte

  berufsgruppe:
  sonstiges

  vertragsart:
  vollzeit

  eintrittsdatum:
  01.06.2018

  nummer:
  10722
  jetzt bewerben

  quereinstieg zum triebfahrzeugführer (m/w) in stuttgart
  wir bieten

  * arbeitsplätze deutschlandweit
  * attraktive konditionen
  * individuelle weiterentwicklung
  * stabilität und sicherheit

  fragen?
  wir helfen gern weiter

  unsere recruiter stehen dir zur verfügung, um fragen zu dieser stelle zu beantworten.

  toth eveline

  https://www.deutschebahn.com/karriere
  https://www.xing.com/companies/deutschebahn

  jetzt bewerben

  stellenbezeichnung:
  quereinstieg zum triebfahrzeugführer (m/w) in stuttgart

  unternehmen:
  deutsche bahn ag

  standort:
  stuttgart-mitte

  berufsgruppe:
  sonstiges

  vertragsart:
  vollzeit

  eintrittsdatum:
  01.06.2018

  nummer:
  10722
  jetzt bewerben
  schwerbehinderte menschen werden bei gleicher eignung bevorzugt. aus gründen der besseren lesbarkeit wird auf die gleichzeitige verwendung männlicher und weiblicher sprachformen verzichtet. sämtliche personenbezeichnungen gelten gleichermaßen für alle geschlechter. deutsche bahn ag is acting as an employment agency in relation to this vacancy.
  © 2018 deutsche bahn ag","['w', 'w', 'w', 'w']"
"  zurück
  25.04.2018
  stellenangebot-nr.: 1/25897
  einsatzort:
  stuttgart, geislingen, lauda, crailsheim
  kategorie:
  aus- und weiterbildung
  tätigkeitsbereich:
  ausbildung zum triebfahrzeugführer (m/w)
  arbeitszeit:
  vollzeit
  beschäftigungsart:
  ausbildung
  verfügbarkeit ab:
  25.04.2018
  bewerbung:
  online
  link zur onlinebewerbung:
  zur onlinebewerbung
  drucken
  merken
  zurück",['w']
"  rangierer (m/w)

  id-nr.: 61466
  zuletzt aktualisiert: 27.04.2018 arbeitsort: 79331 teningen
  beschäftigung: vollzeit wochenstunden: nicht angegeben
  spezialisierung: keine angaben arbeitsbeginn: ab sofort
  __________________________________________________

  bitte beziehen sie sich bei ihrer bewerbung auf unsere online-portale. danke!
  __________________________________________________

  c.e. noerpel gmbh              telefon:
  ernst-abbe-str. 22             telefax:
  89079 ulm                      email: adresse
  ansprechpartner: siehe anzeige homepage: homepage

  online bewerben
  stellenangebot drucken
  stellenangebot weiterempfehlen
  __________________________________________________

  branche: transport / verkehr / logistik
  berufsgruppe: einkauf / logistik / material
  position: fachkraft","['w', 'email']"
"  * für arbeitgeber

  rangierer (m/w)
  rangierer (m/w)
  c.e. noerpel logistik gmbh & co. kg
  ulm
  * drucken
  * per e-mail senden
  * firmenprofil

  referenznummer:
  reg1961749

  bitte in der bewerbung angeben.
  jetzt bewerben
  regio
  jobanzeiger

  sie möchten aus der masse der bewerber herausstechen? dann bewerben sie sich auf diese stelle per video mit ihrem smartphone.

  scannen sie dazu den qr-code und installieren sie unsere jobtube-app.
  * per e-mail senden
  * firmenprofil

  referenznummer:
  reg1961749

  bitte in der bewerbung angeben.
  jetzt bewerben
  regio
  jobanzeiger
  * datenschutz
  * agb
  * impressum","['w', 'w', 'e-mail', 'e-mail']"
"  jobs >
  ausbildung zum/zur eisenbahner/in im betriebsdienst >
  baden-württemberg >
  weil >
  deutsche bahn ag
  alle anzeigennum of num

  ausbildung zum/zur eisenbahner/in im betriebsdienst

  3,7 deutsche bahn ag - weil vor 1 tagen
  bewerbung erfolgt 31.03.18
  jetzt bewerben
  vor 1 tagen
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  die deutsche bahn ist einer der vielfältigsten arbeitgeber deutschlands. wir suchen jedes jahr deutschlandweit über 3.000 auszubildende in 50 berufen, die mit uns gemeinsam noch besser werden wollen.
  deine aufgaben
  zum 1. september 2018 suchen wir dich für die ausbildung zum zuglotsen / fahrdienstleiter* für das geschäftsfeld db netz ag in freiburg, singen, konstanz und umgebung (biberach (baden), waldkirch. . . ), horb,, bondorf und eutingen. wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region. du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken du lernst mechanische, elektromechanische, spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen
  dein profil du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick du bist zuverlässig, belastbar, teamfähig und konzentriert du bist bereit verantwortung für reisende und güter zu übernehmen du liebst es zu organisieren und abläufe zu koordinieren
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['1', '1', '1']"
"  jobs >
  azubi (w/m) eisenbahner im betriebsdienst fachrichtung lokführer und transport >
  bayern >
  landshut >
  deutsche bahn ag
  alle anzeigennum of num

  azubi (w/m) eisenbahner im betriebsdienst fachrichtung lokführer und transport

  3,7 deutsche bahn ag - landshut vor 1 tagen
  bewerbung erfolgt 31.03.18
  jetzt bewerben
  vor 1 tagen
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  was dich erwartet
  die deutsche bahn ist einer der vielfältigsten arbeitgeber deutschlands. wir suchen jedes jahr deutschlandweit über 3.000 auszubildende in 50 berufen, die mit uns gemeinsam noch besser werden wollen.deine aufgaben
  zum 1. september 2018 suchen wir dich für die db regio ag in landshut. du hast schon immer davon geträumt, etwas großes zu bewegen? dann werde herrscher über tausende ps. aufgaben: du wirst spezialist im rangieren, zusammenstellen und fahren von zügen des personen- oder güterverkehrs du erlernst die regeln des sicheren und reibungslosen bahnbetriebs du sorgst dafür, dass unsere züge sicher, pünktlich und zuverlässig das ziel erreichen
  dein profilprofil: du hast die schule erfolgreich abgeschlossen du begeisterst dich für technik du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick du scheust dich nicht davor, verantwortung zu übernehmen und entscheidungen zu treffen
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['w', 'w', '1', '1', '1']"
"  ausbildungsplatzangebot

  angebots-nr. 169-285021-769530

  label content
  ausbildungsberuf eisenbahner/-in im betriebsdienst
  fachrichtung: fahrweg
  (zum berufe-steckbrief )
  schulabschluss wünschenswert mittlerer abschluss oder vergleichbar
  beginn 01. september 2018
  angebotene plätze 2
  weitere vorqualifikation

  deine aufgaben

  zum 1. september 2018 suchen wir dich für die ausbildung zum zuglotsen / fahrdienstleiter* für das geschäftsfeld db netz ag in villingen-schwenningen und umgebung (donaueschingen, titisee, st. georgen. . . ). wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region.
  * du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen
  * du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken
  * du lernst mechanische, elektromechanische, spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen

  stellenbeschreibung

  dein profil

  * du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss
  * du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick
  * du bist zuverlässig, belastbar, teamfähig und konzentriert
  * du bist bereit verantwortung für reisende und güter zu übernehmen
  * du liebst es zu organisieren und abläufe zu koordinieren

  www.ihk-lehrstellenboerse.de

  unternehmen

  db netz aktiengesellschaft

  bahnhofstr. 2
  78166 donaueschingen

  zur homepage

  tel. 0711 2092 1958

  weitere ausbildungsplatzangebote des unternehmens (1)

  * eisenbahner/-in im betriebsdienst (2)","['1', '1']"
"  ausbildungsplatzangebot

  angebots-nr. 175-218782-769480

  label content
  ausbildungsberuf eisenbahner/-in im betriebsdienst
  fachrichtung: fahrweg
  (zum berufe-steckbrief )
  schulabschluss wünschenswert mittlerer abschluss oder vergleichbar
  beginn 01. september 2018
  angebotene plätze 12
  weitere vorqualifikation

  deine aufgaben

  zum 1. september 2018 suchen wir dich für die ausbildung zum zuglotsen / fahrdienstleiter* für das geschäftsfeld db netz ag in stuttgart und umgebung (z. b. göppingen, heilbronn, vaihingen/enz). wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region.
  * du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen
  * du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken
  * du lernst mechanische, elektromechanische, spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen

  stellenbeschreibung

  dein profil

  * du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss
  * du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick
  * du bist zuverlässig, belastbar, teamfähig und konzentriert
  * du bist bereit verantwortung für reisende und güter zu übernehmen
  * du liebst es zu organisieren und abläufe zu koordinieren

  www.ihk-lehrstellenboerse.de

  unternehmen

  db mobility logistics ag personalgewinnung bewerbermanagement schüler region südwest

  db netz aktiengesellschaft

  presselstr. 17
  70191 stuttgart

  zur homepage

  tel. 0711 2092 1958

  weitere ausbildungsplatzangebote des unternehmens (1)

  * eisenbahner/-in im betriebsdienst (37)","['1', '1']"
"  ausbildungsplatzangebot

  angebots-nr. 138-180159-769513

  label content
  ausbildungsberuf eisenbahner/-in im betriebsdienst
  fachrichtung: fahrweg
  (zum berufe-steckbrief )
  schulabschluss wünschenswert mittlerer abschluss oder vergleichbar
  beginn 01. september 2018
  angebotene plätze 10
  weitere vorqualifikation

  deine aufgaben

  zum 1. september 2018 suchen wir dich für die ausbildung zum zuglotsen / fahrdienstleiter* für das geschäftsfeld db netz ag in karlsruhe und umgebung (z.b. heidelberg, rastatt, mannheim). wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region.
  * du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen
  * du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken
  * du lernst mechanische, elektromechanische, spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen

  stellenbeschreibung

  dein profil

  * du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss
  * du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick
  * du bist zuverlässig, belastbar, teamfähig und konzentriert
  * du bist bereit verantwortung für reisende und güter zu übernehmen
  * du liebst es zu organisieren und abläufe zu koordinieren

  www.ihk-lehrstellenboerse.de

  unternehmen

  db netz aktiengesellschaft

  schwarzwaldstr. 86
  76137 karlsruhe (baden)

  zur homepage

  tel. 0711 2092 1958

  weitere ausbildungsplatzangebote des unternehmens (3)

  * eisenbahner/-in im betriebsdienst (10)
  * eisenbahner/-in im betriebsdienst (3)
  * eisenbahner/-in im betriebsdienst (4)","['1', '4']"
"  jobs >
  quereinstieg zum rangierbegleiter (w/m) in würzburg und >
  bayern >
  schweinfurt >
  deutsche bahn ag
  alle anzeigennum of num

  quereinstieg zum rangierbegleiter (w/m) in würzburg und

  3,7 deutsche bahn ag - schweinfurt vor 3 tagen
  bewerbung erfolgt 02.04.18
  jetzt bewerben
  vor 3 tagen
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  quereinstieg zum rangierbegleiter (w/m) in würzburg und schweinfurt
  location:
  schweinfurt
  unternehmen db cargo ag land deutschland standort schweinfurt einstiegsarten facharbeiter vertragsart vollzeit / teilzeit befristung unbefristet ausschreibungsnummer 275960 was dich erwartet
  für über 500 verschiedene berufe suchen wir jährlich mehr als 7.000 motivierte mitarbeiter in ganz deutschland. auch quereinsteiger sind bei uns willkommen. du hast schon erfahrung und lust auf etwas neues? dann bewirb dich bei uns! wir machen dich in den ersten monaten fit für deine neue aufgabe.
  deine aufgaben
  zum nächstmöglichen zeitpunkt suchen wir dich für die db cargo ag an den standorten würzburg und schweinfurt.
  vorbereitung und durchführung von rangierfahrten
  abstellen und sichern von fahrzeugen
  bilden und auflösen der erforderlichen züge und bedienfahrten
  durchführung von bremsproben und wagenprüfung
  sichere anwendung des rangierfunks bei guter eignung ist eine weiterqualifizierung zum lokrangierführer möglich (inkl. erwerb des eisenbahnfahrzeugführerscheins)
  dein profil
  technisches verständnis
  bereitschaft zu unregelmäßigem schichtdienst mit nacht-, wochenend- und feiertagsarbeit
  entscheidungsfähigkeit
  kommunikations- und teamfähigkeit
  medizinische tauglichkeit und psychologische eignung (wird durch unsere betriebsärztliche untersuchung nach erfolgreichem vorstellungsgespräch festgestellt)
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['w', 'w', 'w']"
"  lokführer / triebfahrzeugführer (m/w) vermittlung - münchen

  04.04.2018
  personalvermittlung
  filiale:     münchen
  einsatzort:  münchen
  arbeitszeit: vollzeit + schicht
  starttermin: ab sofort
  wir suchen für unseren kunden in münchen zum nächstmöglichen zeitpunkt einen lokführer / triebfahrzeugführer (m/w).

  ihre aufgaben:

  * sie sorgen dafür, dass reisende sicher, pünktlich und bequem befördert werden
  * erkennen und beheben von unregelmäßigkeiten und störungen am züge
  * führen von fahrzeugen

  ihr profil:

  * abgeschlossene ausbildung als triebfahrzeugführer (m/w)
  * eisenbahnfahrzeugführerschein klasse 3 nach vdv-schrift 753 oder führerschein klasse b nach tfv
  * uneingeschränkte betriebsdiensttauglichkeit nach vdv bzw. tfv
  * zuverlässigkeit, verantwortungsbewusstsein und pünktlichkeit sind zwingend erforderlich
  * bereitschaft zum schichtdienst mit nacht-, wochenend- und feiertagsarbeit
  * hohe belastbarkeit

  wir bieten:

  * direkte personalvermittlung zu unserem kunden

  wir freuen uns darauf, sie persönlich kennenzulernen.

  wir bitten um verständnis, dass wir ihnen anfallende aufwendungen für ein vorstellungsgespräch nicht erstatten können.

  bitte senden sie uns ihre bewerbungsunterlagen per email zu oder bewerben sie sich direkt über unser bewerberformular auf www.lmpm.de.
  sollten sie nicht die möglichkeit zur elektronischen übermittlung ihrer bewerbung haben, senden sie uns per post bitte nur kopien und keine originale zu, da ihre unterlagen elektronisch erfasst und nicht zurückgesendet werden.

  lehmann personalmanagement gmbh
  schwanthalerstraße 75a
  80336 münchen
  tel: 089-999 83 00 0
  e-mail: muc@lmpm.de

  zurück zur übersicht","['w', 'w', 'w', 'email', 'e-mail']"
"  eisenbahner/in-betriebsdienst

  pav - personalvermittlung münchen
  + posted on 04 apr 2018
  + job type: full time
  + career level: professional/experienced
  + industry: transport and logistics
  für einen kunden suchen wir für den nächstmöglichen zeitraum eisenbahner/in - betriebsdienst - lokführer und transport

  für krefeld:
  + lokrangierführer/in

  für hannover:;
  + triebfahrzeugführer/in
  wir freuen uns auf ihre bewerbung, die sie uns per email, per post oder persönlich einreichen können.
  als private arbeitsvermittlung/personalvermittlung vermitteln wir fachkräfte und arbeitskräfte in alle bereiche an unternehmen.
  unsere dienstleistung ist für sie kostenlos, da wir auf basis von vermittlungsgutscheinen arbeiten. sollten sie keinen anspruch auf einen vermittlungsgutschein haben, gibt es die möglichkeit für die vergütung selbst aufzukommen. in manchen stellenangeboten sind mehrere arbeitsorte angegeben. das heißt, dass die beschriebene stelle in ähnlicher form in mehreren städten angeboten werden.",['email']
