Job Advertisement,Matched Tools
"  stellenangebot - triebfahrzeugführer (m/w) klasse 3 - güterverkehr (eisenbahner/in - betriebsdienst - lokführer und transport)

  überblick über das stellenangebot

  referenznummer

  10000-1156495489-s
  titel des stellenangebots

  triebfahrzeugführer (m/w) klasse 3 - güterverkehr (eisenbahner/in - betriebsdienst - lokführer und transport)
  alternativberufe
  schienenfahrzeugführer/in
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)
  arbeitgeber
  sepona hr services gmbh

  branche: vermittlung von arbeitskräften, betriebsgröße: zwischen 6 und 50
  stellenbeschreibung

  ihr aufgabengebiet
  * fahren von zügen zwischen den knotenpunkten z.t. im kombinierten ladungsverkehr
  * ggf. rangierarbeiten an den standorten der produktionswerke und logistikplätze
  * durchführen von wagen- und zugprüfungen sowie bremsproben
  * erstellen von wagenlisten und bremszetteln
  * durchführung von vorbereitungs- und abschlussdiensten am tfz

  baureihen: 182, 183, 193

  ihr profil
  * besitz des triebfahrzeugführerscheins der klasse 3 gemäß vdv 753 bzw. b gemäß tfv
  * gültige bahnärztliche untersuchung sowie psychologische eignung nach vdv 714 bzw. gemäß tfv
  * erfahrungen im rangierdienst und güterschienenverkehr wünschenswert
  * wagenprüfer g, und bremsprobenberechtigung erforderlich
  * strukturierte arbeitsweise und teamfähigkeit

  wir bieten
  es erwartet sie eine abwechslungsreiche tätigkeit in einem zuverlässigen und familiären team, ein unbefristeter arbeitsvertrag, gute verdienstmöglichkeiten sowie sehr gute weiterentwicklungsmöglichkeiten.
  führungsverantwortung

  keine führungsverantwortung
  arbeitsorte

  passau, bayern, deutschland
  fulda, hessen, deutschland
  nürnberg, mittelfranken, bayern, deutschland
  straubing, bayern, deutschland
  regensburg, bayern, deutschland
  würzburg, bayern, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  10 stellen
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit, wochenende, nachtarbeit, schicht
  40 wochenstunden
  vergütung und zusatzleistungen

  ab 15,00?/h
  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: bap/dgb
  befristung

  unbefristetes arbeitsverhältnis

  anforderungen an den bewerber

  berufsausbildung/ studium
  eisenbahner/in - betriebsdienst - lokführer und transport
  transport, verkehr

  zwingend erforderlich
  güterverkehr

  erweiterte kenntnisse
  bahnbetriebsdienst, lokomotivführung, rangierbetrieb

  grundkenntnisse
  beladen, entladen, betriebssicherheit von transportmitteln kontrollieren, schienenverkehr

  sprachkenntnisse

  zwingend erforderlich
  deutsch

  persönliche stärken
  auffassungsfähigkeit/-gabe, belastbarkeit, ganzheitliches denken, motivation/ leistungsbereitschaft, selbständiges arbeiten
  reise-/ montagebereitschaft

  uneingeschränkt
  führerscheine

  zwingend erforderlich
  lokomotiv-/triebfahrzeugführerschein klasse 3

  wünschenswert
  fahrerlaubnis b pkw/kleinbusse (alt: fs 3)

  kontaktdaten

  rückfragen und bewerbungen an

  sepona hr services gmbh
  frau stefanie bösche
  kohlenstr. 2
  04107 leipzig
  sachsen
  deutschland
  telekommunikation

  telefonnummer: +49 (1 51) 72 63 37 24
  e-mail
  bewerbung-hr@sepona.de
  gewünschte bewerbungsarten

  per e-mail, schriftlich, persönlich
  internetadresse
  weitere informationen zum stellenangebot im internet
  angaben zur bewerbung

  geforderte anlagen: lebenslauf, zeugnisse, anschreiben
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['w', 'w', 'g', '1', 'e-mail', 'e-mail']"
"  zurück
  14.09.2017
  stellenangebot-nr.: 1/4658
  einsatzort:
  bundesweit
  kategorie:
  betrieb/verkehr
  tätigkeitsbereich:
  triebfahrzeugführer/in
  arbeitszeit:
  vollzeit
  beschäftigungsart:
  festanstellung
  verfügbarkeit ab:
  zum nächstmöglichen zeitpunkt
  bewerbung:
  keine einschränkung, per e-mail, schriftlich, telefonisch, online
  link zur onlinebewerbung:
  zur onlinebewerbung
  drucken
  merken

  10 triebfahrzeugführer (m/w) für den güterverkehr verkehrsgebiet by/ he / nrw / ni / hh bundesweit

  lokverkehr24 ist ein etabliertes und zuverlässiges dienstleistungsunternehmen im bereich personen-, güter- und baustellenverkehr.
  unser anspruch und ziel ist es, unsere kunden mit qualifiziertem und motiviertem personal zu unterstützen.
  positionsbeschreibung

  sie als mitarbeiter/in stehen bei uns im mittelpunkt.

  wenn sie bereit für veränderungen sind, dann kommen sie in unser team, für einsätze im regionalen und nationalem verkehrsbereich für sofort oder nach vereinbarung.

  triebfahrzeugführer (m/w) für den güterverkehr verkehrsgebiet bayern/hessen/nrw/ni/hh mit br 182,183, 185, 186, 189, 193

  verkehrsgebiet bayern und bundesweit
  aufgaben
  * das fahren von zügen und den dazugehörenden tätigkeiten wie das rangieren und die durchführung von bremsproben
  * flexibilität und belastbarkeit
  * ein hohes maß an eigenverantwortung, zuverlässigkeit und sicherheitsbewusstsein

  anforderungen

  das sollten sie mitbringen:
  * erfahrung im eisenbahnbetrieb als triebfahrzeugführer/-in der führerscheinklasse 3
  * e-traktion / v-traktion
  * tauglichkeit nach vdv 714 oder tfv
  * nach möglichkeit mit zusatzausbildung ggvseb und wagenprüfer ""g""
  * bremsprobeberechtigung
  * sie sind flexibel, verantwortungsbewusst verfügen über eine hohe leistungs- und einsatzbereitschaft
  * einsatz im unregelmässigen schichtdienst ist für sie selbstverständlich
  * vorhandene bereitschaft zur fort- und weiterbildung
  * servicedenken und freundlichkeit

  wir bieten

  wir bieten ihnen mehr:
  * bahncard 100 / 2. klasse
  * unbefristete arbeitsverträge
  * wechselprämie nach absolvierter probezeit
  * interessante und vielseitige tätigkeiten im bereich des eisenbahnverkehrs
  * ein angenehmes arbeitsklima im abwechslungsreichen umfeld
  * attraktive bezahlung
  * kein wohnortwechsel erforderlich
  * fortschrittliche anstellungsbedingung
  * sozialleistungen (weihnachtsgeld, urlaubsgeld)
  * übernachtungennur in ausgesuchten servicehotels
  * weiter-/fortbildungen

  ihre bewerbung richten sie bitte an:
  lokverkehr24 gmbh, ludwig-zapf-straße 4, d-95213 münchberg, oder per mail an: bewerbung@lokverkehr24.de
  kontakt
  lokverkehr24 gmbh

  ludwig-zapf-straße 4
  d-95213 münchberg

  herr pauls

  mail: bewerbung@lokverkehr24.de

  anlagen:
  * titel: c:\lv24_güterverkehr_bayern.pdf
  datei: lv24_güterverkehr_bayern.pdf (0.04 mb)

  zurück","['e-mail', 'w', 'w', 'g', '4', '4']"
"  triebfahrzeugführer im fernverkehr (m/w)

  für über 500 verschiedene berufe suchen wir jährlich mehr als 7.000 motivierte mitarbeiter. und das in ganz deutschland. ob erfahrene profis oder quereinsteiger aus fachfremden bereichen - wir bieten zahlreiche einstiegs- und weiterbildungsmöglichkeiten.

  zum nächstmöglichen zeitpunkt suchen wir dich für die db fernverkehr ag am standort münchen.

  deine aufgaben:
  * streckenlokomotivführer im fernverkehr in der einsatzstelle münchen
  * durchführen von zugfahrten im regel- und störungsfall

  dein profil:
  * uneingeschränkte bahnärztliche tauglichkeit, hohe belastbarkeit, gewissenhaftes arbeiten und sicherheitsorientierung, zuverlässigkeit, selbständigkeit, lernbereitschaft
  * eisenbahnfahrzeug-führerschein der klasse 3 oder tfv klasse a und b1
  * baureihenkenntnisse: baureihen des fernverkehrs bzw. die bereitschaft diese zu erwerben
  * mindestens zwei jahre erfahrung in dieser tätigkeit

  wir bieten:
  * stabilität und sicherheit:
  du kannst dir einer langfristigen perspektive durch dein festes arbeitsverhältnis in einem zukunftsorientierten konzern sicher sein.
  * attraktive konditionen:
  du gibst immer alles und bekommst deshalb auch viel zurück: ein marktübliches gehaltspaket mit i. d. r. unbefristeten arbeitsverträgen und beschäftigungssicherung sowie vielfältige nebenleistungen, z. b. das db job-ticket, freifahrten im nah- und fernverkehr (auch für familienangehörige), diverse reisevergünstigungen, eine betriebliche altersvorsorge und vergünstigte versicherungskonditionen.
  * arbeitsplätze in ganz deutschland:
  wir begegnen dir nicht nur auf augenhöhe, sondern in der regel auch dort, wo du zuhause bist. mit arbeitsplätzen in jedem bundesland, in großen städten ebenso wie in kleineren ortschaften und gemeinden.
  * individuelle weiterentwicklung und aufstiegschancen:
  mit seminaren, trainings und qualifizierungen bieten wir dir individuelle und langfristige entwicklungs- und aufstiegschancen auf fach-, projekt- oder führungsebene.

  bewirb dich online mit der angabe deiner gehaltsvorstellung auf die ausschreibungsnummer 265442.
  deine persönlichen daten behandeln wir vertraulich - www.deutschebahn.com/datenschutz-personal.

  jetzt bewerben und mehr erfahren: www.deutschebahn.com/karriere",['w']
"  triebfahrzeugführer / lokführer (m/w) in münchen

  job-id: oza458271

  die orizon gmbh ist ihr kompetenter partner, wenn es darum geht, am arbeitsmarkt profil zu zeigen. unsere individuelle beratung stellt sicher, dass sie den job finden, der am besten zu ihnen passt.
  wir gehören zu den top-10 der deutschen personaldienstleister und zu den marktführern für den deutschen mittelstand.
  namhafte unternehmen beauftragen uns mit der rekrutierung von fach- und führungskräften aus allen berufsfeldern.
  triebfahrzeugführer / lokführer (m/w) in münchen

  ihre aufgaben:

  für unseren kunden, ein verkehrs- und transportunternehmen mit dem standort in münchen, suchen wir mehrere triebfahrzeugführer (m/w) für die folgenden tätigkeiten:
  * transport vielfältigster güter
  * abwechslungsreiches fahren zahlreicher, verschiedenster lok-baureihen
  * bedienen von unterschiedlichsten strecken

  ihr profil:
  * sie verfügen über eine abgeschlossene fachbezogene berufsausbildung
  * sie besitzen einen eisenbahnfahrzeugführerschein (klasse b bzw. klasse 3) und den eu führerschein
  * sie bringen erste erfahrung mit lokbespannten zügen (also nicht nur triebzüge!) mit
  * idealerweise verfügen sie über grundkenntnisse im rangierdienst
  * sie bringen die bereitschaft zu schichtarbeit im zwei-schicht-modell mit

  unser angebot:
  * attraktives arbeitsumfeld mit guten perspektiven
  * tarifliche entlohnung nach igz/dgb tarif zzgl. branchenzuschlägen
  * persönliche einsatzbegleitung und qualifizierte beratung
  * unser mitarbeiter-benefit-programm (orizon pluspunkte'
  * bis zu 30 tage jahresurlaub

  ihre bewerbung:

  bitte senden sie uns ihre bewerbungsunterlagen per email und mit folgenden dokumenten zu:
  * aktuellen lebenslauf
  * vollständigen satz ihrer zeugniskopien
  * oza458231 (bitte immer angeben)

  der richtige job war noch nicht in unseren aktuellen anzeigen? schicken sie uns gerne eine initiativbewerbung. wir melden uns bei ihnen, wenn ein jobangebot zu ihrem profil passt.

  als personaldienstleister verarbeitet die orizon gmbh ihre personenbezogenen daten für das bewerbungsverfahren automatisiert und leitet die eingestellten daten an potentielle arbeitgeber in der form eines bewerberdossiers weiter. mit der zusendung ihrer daten erklären sie sich damit einverstanden. nach beendigung des bewerbungsverfahrens werden ihre daten nach spätestens sechs monaten gelöscht.
  selbstverständlich können sie eine frühere löschung ihrer daten veranlassen. wenden sie sich dazu bitte an die unter http://www.orizon.de/meta-navigation/rechtliche-hinweise angegebene mailadresse.ihr kontakt:

  orizon gmbh
  frau christina hartl
  herzog-heinrich-straße 23
  80336 münchen

  telefon : +49 89 54459-414
  fax : +49 89 54459-112
  e-mail : bewerbung.kam-auftragssteuerung@orizon.de","['w', 'w', 'w', 'email', 'e-mail']"
" schriftlich   zurück
  01.09.2017
  stellenangebot-nr.: 1/5231
  einsatzort:
  raum münchen
  kategorie:
  betrieb/verkehr
  tätigkeitsbereich:
  triebfahrzeugführer/in
  arbeitszeit:
  vollzeit
  beschäftigungsart:
  festanstellung
  verfügbarkeit ab:
  zum nächstmöglichen zeitpunkt
  bewerbung:
  per e-mail, schriftlich
  drucken
  merken
  zurück",['e-mail']
"  über uns

  die länderbahn ist ein stark expandierendes privates eisenbahnverkehrsunternehmen mit langfristigen verkehrsverträgen in bayern und sachsen, rheinland-pfalz und saarland. als traditionsreiches unternehmen begeistern wir uns gleichermaßen für bewährtes und neues.

  dabei zählen wir sowohl auf die erfahrungen als auch auf neue impulse unserer qualifizierten mitarbeiterteams. diese sind die wesentlichen garanten für die sicherstellung unserer hochwertigen verkehrsdienstleistungen im schienenpersonennahverkehr. gemeinsam arbeiten wir mit herz und verstand für unsere kunden und entwickeln uns dabei ständig weiter. sie wollen uns bei dieser mission begleiten?
  dann steigen sie ein und nehmen mit uns gemeinsam fahrt auf.

  zur verstärkung unseres teams suchen wir zum nächstmöglichen zeitpunkt für den arbeitsort münchen neue kolleginnen und kollegen für die

  qualifizierung zum rangierbegleiter (m/w)

  welche aufgaben haben sie?

  * abstellen und sichern von fahrzeugen
  * besetzen der spitze bei geschobenen rangierfahrten
  * bilden, umbilden und vorbereiten der in münchen ankommenden alex-züge in zusammenarbeit mit dem triebfahrzeugführer
  * kuppeln von reisezugwagen und lokomotiven
  * durchführen von bremsproben an lokbespannten reisezügen in bremsstellung r+mg
  * durchführen von sichtkontrollen an reisezugwagen
  * sicheres handhaben von luftbremsköpfen
  * sicheres bedienen und benutzen und von gsm-r-funkgeräten zur verständigung im bahnbetrieb
  * zusammenarbeit mit der leitstelle zur disposition und umsetzung der geplanten zugbilung und bei unregelmäßigkeiten
  * selbstständiges und eigenverantwortliches ausführen von geplanten und angewiesenen arbeiten
  * flexibles reagieren auf unregelmäßigkeiten im betriebsablauf

  was bringen sie mit?

  * abgeschlossene technische ausbildung oder erfahrung in der logistik sind von vorteil
  * bereitschaft zum erwerb folgender qualifizierungen:
  + rangierbegleiter im betriebsverfahren fv-db
  + bremsprobenberechtigung r+mg
  + wagenprüfer p
  * freunde am arbeiten im team
  * ausgeprägtes verantwortungs- und sicherheitsbewusstsein
  * zuverlässigkeit, körperliche belastbarkeit und hohe einsatzbereitschaft
  * erhöhte zeitliche flexibilität (bereitschaft zu nacht- und wochenendarbeit)
  * gute deutschkenntnisse in wort und schrift
  * führerschein und pkw zur anreise an den einsatzort

  womit können wir sie begeistern?

  wir bieten ihnen eine innerbetriebliche qualifizierung (theoretisch und praktisch) welche etwa sechs wochen dauert. nach der bestandenen prüfung zum rangierbegleiter (m/w) werden sie in unserem zukunftssicheren, dynamisch wachsenden unternehmen mit flachen hierarchien und kurzen entscheidungswegen übernommen. bei uns können sie ihre ideen einbringen und unser erfolgreiches unternehmen mitgestalten. die schichtpläne, mit geregelten arbeitszeiten ermöglichen ihnen außerdem eine gute planbarkeit ihrer freizeit.
  ein attraktives tarifliches gehalt während der qualifizierung und der anschließenden tätigkeit runden unser angebot ab.

  sie fühlen sich von diesem profil angesprochen und möchten eine berufliche herausforderung annehmen? dann zögern sie nicht und senden uns ihre aussagekräftigen unterlagen mit anschreiben, lebenslauf und zeugnissen als online-bewerbung.

  ihr ansprechpartner ist ansgar kinkel.

  » zurück zum stellenmarkt
  die länderbahn gmbh dlb
  herr ansgar kinkel
  birkenlohstraße 9
  92421 schwandorf
  tel.: 09431/75420-25
  impressum","['w', 'w']"
"  triebfahrzeugführer/in

  gunvor deutschland gmbh ingolstadt
  + eingestellt am 19.09.2017
  + beschäftigungsart: vollzeit
  + karrierestufe: mit berufserfahrung
  + branche: industrie und maschinenbau

  triebfahrzeugführer/in

  für den standort ingolstadt

  wir bieten:
  + einen sicheren, abwechslungsreichen und unbefristeten arbeitsplatz
  + individuelle weiterentwicklung und gute aufstiegschancen
  + ein hervorragendes arbeitsklima mit moderner personalpolitik und leistungsgerechter
  bezahlung sowie vorbildlichen sozialleistungen als grundlage erfolgreicher zusammenarbeit

  zu ihren aufgaben gehören:
  + zug- und rangierfahrten selbstständig, sicher pünktlich und wirtschaftlich durchführen
  + durchführung von bremsproben und wagenprüfungen
  + dienstdurchführung entsprechend internem und externem regelwerk
  + service- und kundenorientiertes denken und handeln

  sie verfügen über:
  + eine abgeschlossene ausbildung als triebfahrzeugführer/in
  + die gesundheitliche und psychologische tauglichkeit für diese tätigkeit
  + kollegialität, zuverlässigkeit und hohe eigenverantwortung
  + ständige bereitschaft zur fortbildung und weiterentwicklung

  haben wir ihr interesse geweckt?
  dann freuen wir uns auf ihre bewerbung mit dem kennwort ?triebfahrzeugführer/in"" an:
  gunvor deutschland gmbh
  postfach 10 03 55
  oder per e-mail: jobs@gunvor-deutschland.de",['e-mail']
"  rangierer (m/w)

  kitzingen

  gewerblich-technisch

  logistik

  20.09.2017

  actief personalmanagement gmbh

  frau sophie krüger
  kartause 9
  97070 würzburg

  +49 (0) 931 460559-0
  wuerzburg@actief-personal.de

  zurück

  bewerben

  rangierer (m/w)

  im auftrag eines namhaften kunden aus kitzingen suchen wir genau sie (m/w).

  das dürfen sie von uns erwarten:

  * sicherer arbeitsplatz
  * attraktives gehaltspaket nach bap-tarif
  * urlaubs- und weihnachtsgeld
  * einsätze in renommierten unternehmen der region
  * persönliche betreuung durch kompetente personalberater

  ihre aufgaben:

  * rangieren und tauschen der ladebrücken zwischen dem stellplatz und der laderampe an der halle

  ihr profil:

  * führerschein klasse ce zwingend erforderlich
  * gute deutschkenntnisse
  * schichtbereitschaft zu wechselschicht
  * sauberes führungszeugnis

  actief personalmanagement wurde 1989 gegründet und steht seither für eine professionelle personalberatung und zielgerichtete personalbesetzung. als erfolgreicher partner namenhafter unternehmen aus den unterschiedlichsten branchen bieten wir zeitnahe und passgenaue besetzung vakanter positionen für gewerblich-technische fach- und hilfskräfte sowie für kaufmännisch-akademische fach- und führungskräfte. unsere bewerber und kandidaten profitieren von unserer transparenten und diskreten begleitung während des gesamten bewerbungsprozesses. vom gesunden handwerk über den innovativen mittelstand zum international agierenden großkonzern - in unserem kundennetzwerk gibt es ein anhaltend großes angebot an vielseitigen und attraktiven stellen. 2.400 actief-mitarbeiter wissen das bereits zu schätzen.

  bewerbungsunterlagen werden nur auf wunsch zurückgesendet. personenbezogene daten werden unter beachtung des bdsg gespeichert.

  expressbewerbung

  1. lebenslauf hochladen

  bitte verwenden sie nur pdf, doc, docx, png, gif, jpeg, odt dokumente mit einer maximalen dateigröße von 2mb.
  lebenslauf auswählen

  2. persönliche daten

  anrede*
  vorname*
  nachname*
  straße*
  plz*
  ort*
  familienstand*
  staatsangehoerigkeit*
  e-mail*
  telefon*

  3. anschreiben, bewerbungsfoto und zeugnisse hochladen

  bitte verwenden sie nur pdf, doc, docx, png, gif, jpeg, odt dokumente mit einer maximalen dateigröße von 2mb.
  anschreiben datei auswählen
  bewerbungsfoto datei auswählen
  zeugnisse datei auswählen

  vielen dank für ihre bewerbung!

  wir werden uns schnellstmöglich mit ihnen in verbindung setzen.","['w', 'w', 'w', '1', 'pdf', 'gif', 'e-mail', 'pdf', 'gif']"
"  stellenangebot - lokführer / triebfahrzeugführer (m/w) vermittlung - kempten (eisenbahner/in - betriebsdienst - lokführer und transport)

  überblick über das stellenangebot

  referenznummer

  10000-1156432290-s
  titel des stellenangebots

  lokführer / triebfahrzeugführer (m/w) vermittlung - kempten (eisenbahner/in - betriebsdienst - lokführer und transport)
  alternativberufe
  schienenfahrzeugführer/in
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)
  arbeitgeber
  lehmann personalmanagement gmbh

  branche: befristete überlassung von arbeitskräften, betriebsgröße: zwischen 51 und 500
  stellenbeschreibung

  wir suchen für unseren kunden in kempten zum nächstmöglichen zeitpunkt einen lokführer / triebfahrzeugführer (m/w).

  wir bieten unseren mitarbeitern:

  * personalvermittlung

  ihre aufgaben:

  * sie sorgen dafür, dass reisende sicher, pünktlich und bequem befördert werden
  * erkennen und beheben von unregelmäßigkeiten und störungen am züge
  * führen von fahrzeugen

  ihr profil:

  * abgeschlossene ausbildung als triebfahrzeugführer (m/w)
  * eisenbahnfahrzeugführerschein klasse 3 nach vdv-schrift 753 oder führerschein klasse b nach tfv
  * uneingeschränkte betriebsdiensttauglichkeit nach vdv bzw. tfv
  * zuverlässigkeit, verantwortungsbewusstsein und pünktlichkeit sind zwingend erforderlich
  * bereitschaft zum schichtdienst mit nacht-, wochenend- und feiertagsarbeit
  * hohe belastbarkeit

  wir sind ein personaldienstleister mit filialen in münchen, rosenheim und wolfratshausen. unser familienbetrieb ist seit 10 jahren am markt und wir legen den schwerpunkt auf fachpersonal in den bereichen gastronomie, handel, handwerk, industrie, logistik und office.

  wir bieten unseren mitarbeitern eine übertarifliche und leistungsorientierte bezahlung und arbeiten mit dem igz-dgb tarifvertrag. unseren kunden können wir so qualifizierte und motivierte mitarbeiter zur verfügung stellen.

  wir freuen uns darauf sie persönlich kennenzulernen.

  wir bitten um verständnis, dass wir ihnen anfallende aufwendungen für ein vorstellungsgespräch nicht erstatten können.

  bitte senden sie uns ihre bewerbungsunterlagen per email zu oder bewerben sie sich direkt über unser bewerberformular auf www.lmpm.de.

  sollten sie nicht die möglichkeit zur elektronischen übermittlung ihrer bewerbung haben, senden sie uns per post bitte nur kopien und keine originale zu, da ihre unterlagen elektronisch erfasst und nicht zurückgesendet werden.
  arbeitsorte

  87439 kempten (allgäu), bayern, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  1 stelle
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit, wochenende, nachtarbeit, schicht
  vergütung und zusatzleistungen

  bei der besetzung des stellenangebotes findet kein tarifvertrag anwendung.
  befristung

  unbefristetes arbeitsverhältnis

  anforderungen an den bewerber

  transport, verkehr

  erweiterte kenntnisse
  fahrzeugführung, schienenverkehr

  persönliche stärken
  auffassungsfähigkeit/-gabe, flexibilität, kommunikationsfähigkeit, kundenorientierung, motivation/ leistungsbereitschaft
  führerscheine

  zwingend erforderlich
  lokomotiv-/triebfahrzeugführerschein klasse 3

  kontaktdaten

  rückfragen und bewerbungen an

  lehmann personalmanagement gmbh
  frau nicole gollasch-isw
  schwanthalerstr. 75a
  80336 münchen
  ludwigsvorstadt-isarvorstadt
  bayern
  deutschland
  telekommunikation

  telefonnummer: +49 (89) 99 98 30 00
  faxnummer: +49 (89) 9 99 83 00 99
  e-mail
  hr-muc@lmpm.de
  gewünschte bewerbungsarten

  über jobbörse, per e-mail, schriftlich, telefonisch, persönlich, über internet
  internetadresse
  weitere informationen zum stellenangebot im internet
  angaben zur bewerbung

  geforderte anlagen: lebenslauf, zeugnisse
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['w', 'w', 'w', 'w', 'email', '1', 'e-mail', 'e-mail']"
"  stellenangebot - rangierer(m/w) (lkw >7,5t mit anhänger) (berufskraftfahrer/in)

  überblick über das stellenangebot

  referenznummer

  10000-1156635677-s
  titel des stellenangebots

  rangierer(m/w) (lkw >7,5t mit anhänger) (berufskraftfahrer/in)
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)
  arbeitgeber
  deutsche post ag nl brief würzburg

  branche: sonstige post-, kurier- und expressdienste, betriebsgröße: zwischen 501 und 5000
  stellenbeschreibung

  umsetzung von wechselbehältern, anstellen und abziehen von fahrzeugen, aufnehmen und abstellen von wechselbehältern und deren sicherung.

  ansprechpartner im bewerbungsverfahren: frau fella, tel. (09321) 934 357
  arbeitsorte

  97318 kitzingen, bayern, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  2 von ursprünglich 2 gemeldeten stellen
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit, schicht
  wechselschicht (mittagschicht/nachtschicht)
  vergütung und zusatzleistungen

  12,22 ?/std. ggf. nachtzulage (25%)
  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: dp-haustarif
  befristung

  befristetes arbeitsverhältnis für 24 monate, eine spätere übernahme in ein unbefristetes arbeitsverhältnis ist möglich

  anforderungen an den bewerber

  transport, verkehr

  erweiterte kenntnisse
  fahrzeugführung, güterverkehr

  waren- und produktkenntnisse

  erweiterte kenntnisse
  wechselbrücke

  persönliche stärken
  belastbarkeit, kommunikationsfähigkeit, zuverlässigkeit
  lizenzen und berechtigungen

  wünschenswert
  befähigung nach berufskraftfahrer-qualifikations-gesetz (bkrfqg)

  reise-/ montagebereitschaft

  nicht erforderlich
  führerscheine

  zwingend erforderlich
  fahrerlaubnis ce schwere lkw mit anhänger (alt: fs 2)

  wünschenswert
  fahrerkarte

  kontaktdaten

  rückfragen und bewerbungen an

  deutsche post ag nl brief würzburg
  herr jürgen hofmann
  friedrich-bergius-ring 25
  personalabteilung 199-6
  97076 würzburg
  bayern
  deutschland
  telekommunikation

  faxnummer: +49 (9 31) 27 87 39 19
  e-mail
  j.hofmann5@deutschepost.de
  gewünschte bewerbungsarten

  per e-mail, schriftlich
  angaben zur bewerbung

  bewerbungsschreiben, tabellarischer lebenslauf und ggf. arbeitszeugnisse
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['w', 'w', 'e-mail', 'e-mail']"
"  rangierer m/w

  kitzingen, bayern, deutschland post - ecommerce - parcel req46879 20/09/2017
  jetzt bewerben später bewerben

  rangierer (m/w)

  sie krempeln gerne die ärmel hoch?wir haben jede menge aufgaben für anpacker!

  willkommen im unternehmensbereich post - ecommerce - parcel (pep) von der deutschen post dhl group. wir sind die post für deutschland, paketdienstleister für europa und weltweiter logistikdienstleister für den online-handel.

  menschen bei pep vereinen besondere leidenschaften:

  wir denken positiv, finden lösungen, gestalten veränderungen und übernehmen verantwortung. mit briefen und paketen verbinden wir menschen und verbessern ihr leben. pep wächst mit neuen aufgaben für positiv denkende anpacker. das ist ihre chance!

  ihre aufgaben:

  sie unterstützen uns im schicht-system - bei rangiertätigkeiten mithilfe von lkw ab 7,5 t.

  dabei sind sie ausschließlich auf dem betriebsgelände tätig.

  ihre vorteile:wir bieten ihnen tariflohn und die sozialleistungen eines großunternehmens.

  unbefristete übernahme möglich!

  zahlen und fakten

  * arbeitszeiten
  38,5
  * geschäftsbereich
  niederlassung brief
  * beschäftigungsart
  befristet vollzeit
  * arbeitserlaubnis erforderlich
  ja
  * schichtarbeit
  gemischt

  jetzt bewerben später bewerben","['w', 'w']"
