Job Advertisement,Matched Tools
"  triebfahrzeugführer oder eisenbahner (m/w) im betriebsdienst

  eisenbahner/in - betriebsdienst - lokführer und transport

  keine_angabe

  2021-04-26

  triebfahrzeugführer (m/w/d) für den bundesweiten einsatz bei rt&s ab sofort suchen wir für die erfolgreiche langfristige entwicklung der rt&s lokführer-akademie gmbh im bereich produktion erfahrene und engagierte triebfahrzeugführer (m/w/d) für den bundesweiten einsatz. was wir ihnen bieten monatstabellenentgelt zuzüglich leistungsgerechter schichtzulagen entsprechend des gdl-tarifvertrages ein 13. monatsgehalt eine übertarifliche zulage in höhe von 500,00 monatlich einen verbindlichen jahres-ruhetags-plan entwicklungsmöglichkeiten im sbb konzern ein persönliches appartement am jeweiligen einsatzort ihre aufgaben sichere und pünktliche durchführung von zug- und rangierfahrten im güter- und personenverkehr durchführen von vorbereitungs- und abschlussdiensten an triebfahrzeugen bzw. triebzügen durchführen von wagenprüfungen und bremsproben administrative tätigkeiten ihr profil abgeschlossene ausbildung zum eisenbahner/-in im betriebsdienst (ihk) fachrichtung lokführer und transport oder
  funktionsausbildung zum triebfahrzeugführer kl. a b gemäß tfv medizinische tauglichkeit und psychologische eignung gem. 5 abs. 1 tfv ausbildung als wagenprüfer/in g stufe 2 gem. vdv 758 besitz der bremsprobeberechtigung gem. vdv 757 ausbildung für die zugsicherungssysteme pzb, lzb, lzb-ce und optional etcs schulung über die beförderung gefährlicher güter ggvseb / rid baureihenkenntnisse (vorzugsweise br 189 / br 185 / br 193 / br 203 / g1206 / flirt / desiro hc) ausbildung grenzbetriebsstrecke sbb / db oder ns / db wünschenswert zuverlässigkeit und verantwortungsbewusstsein kommunikative fähigkeiten und entscheidungsstärke die fähigkeit, auch in komplexen situationen den überblick zu bewahren belastbarkeit und koordinationsvermögen die bereitschaft zum schichtdienst und zur arbeit auch an wochenenden fühlen sie sich angesprochen dann freuen wir uns auf ihre bewerbungsunterlagen. diese richten sie bitte an die folgende e-mail-adresse emma sbbcargoint.com sollten sie noch
  fragen haben, können sie sich gerne an den leiter produktion herrn marcel ludwig (0203-607 8330) wenden. disponent (w/m/d) sbb cargo international ist der spezialist für kombinierten verkehr und ganzzüge auf der nord-süd-achse zwischen den nordseehäfen und norditalien. mit schweizer qualität, flexibilität mittels schlanken strukturen und hoher marktnähe nehmen wir im internationalen kv- und ganzzugssegment eine leaderrolle ein. mit innovativen angeboten, hoher einsatz- und leistungsbereitschaft sowie mitarbeitenden in deutschland, der schweiz und italien leisten wir als tochterunternehmen von sbb cargo und hupac einen wesentlichen beitrag zur internationalen verkehrsverlagerung auf die schiene und zu mehr klimaschutz. disponent (w/m/d) für unsere leitstelle in duisburg suchen wir einen freundlichen und engagierten mitarbeiter als disponent (w/m/d) ihre aufgaben disposition der lokführer cargo in deutschland information der lokführer über aktuelles geschehen und abweichungen erarbeitung
  kurzfristiger problemlösungen bei verspätungen oder personalausfall ansprechpartner/in für die leitstelle international in olten sowie für externe dienstleister bestellung von kurzfristigen trassen bei db netz triebfahrzeug- und lastendisposition für innerdeutsche verkehre bearbeitung interner edv-programme verständigung von externen partnern und terminal bei abweichung vom regelbetrieb ihr profil ausbildung als eisenbahner (m/w/d) im betriebsdienst der fachrichtung lokführer und transport oder vergleichbare erfahrungen als disponent (m/w/d) oder speditionskaufmann (m/w/d) bereitschaft zum 3-schicht-betrieb (inkl. wochenende) gute edv-kenntnisse (ms office) selbstständige arbeitsweise durchsetzungsvermögen, teamfähigkeit und flexibilität belastbarkeit und hohe leistungsbereitschaft fühlen sie sich angesprochen weitere auskünfte erteilt ihnen gerne i

  sbb cargo international ag

  duisburg

  deutschland","['w', 'w', 'w', '1', 'g', 'e-mail', 'w', 'w', 'w', 'w', 'w', 'w', 'ms office']"
"hafen-und servicegesellschaft mbh   seiteninhalt

  zurück zur startseite
  seitenhilfe druckansicht

  stellenangebot - lokführer/-in bzw. rangierleiter/-in (w/m/d) (eisenbahner/in - betriebsdienst - lokführer und transport)

  überblick über das stellenangebot

  referenznummer

  10000-1183517212-s
  titel des stellenangebots

  lokführer/-in bzw. rangierleiter/-in (w/m/d) (eisenbahner/in - betriebsdienst - lokführer und transport)
  alternativberufe
  eisenbahner/in - betriebsdienst - fahrweg
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)

  der arbeitgeber hat die ba mit der betreuung seines stellenangebots beauftragt.
  arbeitgeber
  gelsenlog gelsenk.logistik-,hafen-und servicegesellschaft mbh

  branche: betrieb von häfen, betriebsgröße: zwischen 51 und 500
  stellenbeschreibung

  bei gelsen-log, im betrieb hafen, ist zum nächstmöglichen zeitpunkt die nachfolgend aufgeführte stelle zu besetzen:

  lokführer/-in bzw. rangierleiter/-in (w/m/d)

  ihre aufgaben
  - bedienung und ausführung von rangieraufträgen im hafengebiet sowie in definierten bereichen der gleisanlagen im benachbarten übergabebahnhof
  - durchführen aller rangiertätigkeiten an den ladestellen, ordnungsgemäße und termingerechte zustellung und abholung von güterwagen mit allen daraus erforderlichen tätigkeiten
  - ausführen von wagenprüfungen und bremsproben
  - erstellen von wagen- und bremslisten
  - bildung und auflösung von eingangs- und ausgangszügen
  - zugvorbereitung
  - gefahrgutüberprüfung nach rid
  - gangbarhalten von weichen und gleissperren
  - beseitigung von hindernissen im gleisbereich
  - ein- und ausschalten technisch gesicherter bahnübergangssicherungsanlagen sowie sicherung von nicht technisch gesicherten bahnübergängen
  - verwiegen von waggons
  - technische prüfung der waggons auf ordnungsgemäßen zustand
  - heranholen und benutzen von sicherungsmitteln
  - auf- und abrüsten von lokomotiven
  - pflege, kontrolle und abstellen von triebfahrzeugen
  - führen und überwachen der lokomotiven sowie des fahrweges
  - einhaltung der geltenden betriebsvorschriften
  - kommunikation mit anderen rangierabteilungen sowie disponenten und fahrdienstleitern
  - winterdienst zur aufrechterhaltung des eisenbahnbetriebes
  - grünschnitt im hafengebiet

  ihr anforderungsprofil
  - sie besitzen einen hauptschulabschluss sowie eine erfolgreich abgeschlossene berufsausbildung zum eisenbahner/-in im betriebsdienst oder eine vergleichbare ausbildung, vorzugsweise in der fachrichtung transport mit abgeschlossener qualifikation zum lokführer/-in (mindestens kl.1 berechtigung zum führen von diesellokomotiven) und die befähigung zum rangierleiter/-in
  - sie verfügen über die führerscheinklasse b
  - ein hohes maß an verantwortungs- und pflichtbewusstsein, verbunden mit einer ausgeprägten kundenorientierung und dienstleistungsmentalität ist für sie selbstverständlich
  - darüber hinaus besitzen sie ein hohes maß an zielorientierung und teamfähigkeit sowie die fähigkeit zu selbstständigem, praxisorientiertem, systematischem und eigenverantwortlichem arbeiten mit einer hohen eigenmotivation
  - hohe soziale kompetenz und gutes kommunikationsvermögen
  - bereitschaft zum schichtdienst (kontischicht), auch an sonn- und feiertagen
  - sie besitzen gute edv-kenntnisse (ms-office-paket)
  - fundierte kenntnisse der deutschen sprache in wort und schrift

  wir bieten ihnen
  - eine wertschätzende zusammenarbeit und kommunikation sowie ausgezeichnete rahmenbedingungen, wie z. b. eine sehr moderne arbeitsplatzausstattung und ein angenehmes arbeitsklima
  - eine leistungsgerechte vergütung nach den tarifbestimmungen für den öffentlichen dienst
  - förderung der vereinbarkeit von beruf und familie sowie ein betriebliches gesundheitsmanagement
  - eine intensive und professionelle einarbeitung und eine damit verbundene regelmäßige fort- und weiterbildung
  - alle im öffentlichen dienst üblichen zusatzleistungen, wie z. b. eine jahressonderzahlung und eine leistungsorientierte bezahlung
  - eine zusätzliche betriebliche altersvorsorge
  - einen urlaubsanspruch von 30 tagen pro kalenderjahr bei einer 5-tage-woche

  es handelt sich um eine vollzeitstelle mit einer durchschnittlichen wöchentlichen arbeitszeit von 39,00 stunden. der dienstort ist in gelsenkirchen.
  die vergütung erfolgt nach entgeltgruppe 6 des tvöd (tarifvertrag für den öffentlichen dienst).
  wir möchten schwerbehinderte menschen fördern und sie deshalb ausdrücklich bitten, sich zu bewerben.
  bitte bewerben sie sich mit angabe ihres frühestmöglichen einstellungstermins bis zum 18.05.2021.
  wir weisen darauf hin, dass nach fristablauf eingehende bewerbungen beim stellenbesetzungsverfahren nicht mehr berücksichtigt werden können.
  arbeitsorte

  ebertstr. 30, 45879 gelsenkirchen, nordrhein-westfalen, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  1 von ursprünglich 1 gemeldeten stelle
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit, wochenende, schicht
  39 wochenstunden
  kontischicht
  vergütung und zusatzleistungen

  entgeltgruppe 6 des tvöd
  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: tarifvertrag für den öffentlichen dienst
  befristung

  unbefristetes arbeitsverhältnis

  anforderungen an den bewerber

  berufserfahrung

  mit berufserfahrung
  transport, verkehr

  erweiterte kenntnisse
  rangierbetrieb

  grundkenntnisse
  bahnbetriebsdienst, betriebssicherheit von transportmitteln kontrollieren, lokomotivführung, streckenüberwachung, werkbahnbetrieb

  dienstleistungen

  grundkenntnisse
  transportsicherung, -bewachung

  it, dv, computer

  erweiterte kenntnisse
  e-mail-programm outlook (ms office), tabellenkalkulation excel (ms office), textverarbeitung word (ms office)

  sprachkenntnisse

  zwingend erforderlich
  deutsch

  persönliche stärken
  kundenorientierung, motivation/ leistungsbereitschaft, selbständiges arbeiten, teamfähigkeit, zuverlässigkeit
  führerscheine

  zwingend erforderlich
  fahrerlaubnis b pkw/kleinbusse (alt: fs 3)

  kontaktdaten

  sicherheitsabfrage

  bitte geben sie die dargestellten zeichen in das textfeld ein, um fortzufahren:
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  informationen

  quelle des stellenangebots
  arbeitsagentur.de

  letzte änderung
  19.04.2021 15:18

  weiterführende links

  * rund um den arbeitsplatz
  * informationen für ausländische bewerber
  * informationen zu tarifverträgen
  * bitte beachten sie den haftungsausschluss
  * verdienst/einkommen in dem beruf","['w', 'w', 'w', '1', '1', 'dv', 'e-mail', 'outlook', 'ms office', 'excel', 'ms office', 'word', 'ms office']"
"  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  werden sie lokführer online (m/w/d)

  45127 essen - essen-stadtmitte
  19.04.2021
  anzeigennr.: 1739068298

  beschreibung

  bei uns hast du jetzt die chance deine ausbildung online zum triebfahrzeugführer zu starten.
  die ausbildung ist daher bundesweit möglich. du benötigst nur eine stabile internetverbindung.

  natürlich werden dir alle notwendigen unterlagen und ein laptop von uns während der ausbildung gestellt.

  bei uns bekommst du die chance für deine berufliche zukunft! dich erwartet eine anspruchsvolle
  10-monatige ausbildung in theorie und auf der schiene. durch qualifizierte dozenten
  bekommst du eine top ausbildung mit späterer übernahmegarantie nach abschluss der prüfung.

  nach erfolgreich abgeschlossener ausbildung erwarten dich:
  - 100% übernahme
  - bahncard 100
  - sehr guter verdienst 3.000? netto
  - eigenverantwortung
  - krisensicherer job
  - gute karrieremöglichkeiten

  folgende voraussetzung musst du mitbringen:
  - mind. 20 jahre
  - hauptschulabschluss oder gleichwertige ausbildung
  - kein laufendes mpu verfahren oder punkteabbauseminar!!!
  - reisebereitschaft (einsatzorte deutschlandweit)
  - schichtdienst
  - für personen über 50 geeignet!

  nutze jetzt deine chance und bewirb dich mit folgenden unterlagen:
  * lebenslauf komplett
  * abschlusszeugnis schule (mind. sek.1) hauptschule oder / gesellenbrief
  * ausweis / aufenthaltstitel (kopie beidseitig)
  * führerschein (kopie beidseitig) wenn vorhanden

  weitere infos auch gerne telefonisch!

  tel. 051219349685
  mo-fr von 08.00-15.00 uhr

  ebs hildesheim gmbh
  langer garten 19
  31137 hildesheim
  tel. 051219349685
  web: www.ebs-hildesheim.de
  *
  * zur merkliste hinzufügen

  fehler

  anzeige teilen

  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  * eh ebs hildesheim gmbh
  gewerblicher nutzer
  aktiv seit 08.04.2021
  * 05121... anzeigen
  __________________________________________________

  * 50 anzeigen online
  * folgen

  * anzeige melden
  * anzeige drucken","['e-mail', 'w', 'e-mail']"
"  kã¶ln

  e-mail: [javascript protected email address]

  deutsche bahn ag

  * kã¶ln
  * post datum: 15.04.2021

  quereinstieg zum rangierbegleiter im gã¼terverkehr (w/m/d)

  zum 01.07.2021 suchen wir dich als quereinsteiger fã¼r eine umschulung zum rangierbegleiter im geschã¤ftsfeld db cargo ag am einsatzort kã¶ln. in der ca. 3-monatigen innerbetrieblichen umschulung an den ausbildungsorten kã¶ln, oberhausen und hagen bereiten wir dich auf deinen jobeinstieg vor.
  deine aufgaben:
  * du bist verantwortlich fã¼r rangierarbeiten bei der zugauflã¶sung und zugbildung (langmachen, kuppeln)â?¯
  * du bist fã¼r die zugvorbereitung und -abfertigung zustã¤ndig und verantwortest die technische ausgangskontrolle sowie die bremsprobe
  * die auã?enkontrolle von wagen, die zollbehandlung sowie das bearbeiten der zã¼ge in den edv-systemen gehã¶ren zu deinen aufgaben
  * bei rangierfahrten unterstã¼tzt du den lokrangierfã¼hrer bei der beobachtung des fahrweges

  das erwartet dich bei der umschulung:
  * die umschulung findet in vollzeit (39h/woche) statt und setzt sich aus theoretischen und praktischen unterrichtsabschnitten zusammen
  * die ausbildungsklassen bestehen aus ca. 12 teilnehmern
  * im rahmen der umschulung als rangierbegleiter erwirbst du gleichzeitig die abschlã¼sse als rangierarbeiter und bremsprobeberechtigter

  dein profil:
  * du hast einen erfolgreich abgeschlossenen schulabschluss (beispielsweise hauptschulabschluss)
  * du bist bereit, deine medizinische und psychologische eignung fã¼r den betriebsdienst nachzuweisen (die tauglichkeit wird im rahmen der einstellung durch einen betriebsarzt geprã¼ft)
  * schicht- und wechseldienst, auch an sonn- und feiertagen, machen dir nichts aus
  * spaã? an kã¶rperlicher arbeit im freien und die bereitschaft zur weiterbildung sind fã¼r dich selbstverstã¤ndlich
  * deine arbeitsweise zeichnet sich durch zuverlã¤ssigkeit, teamfã¤higkeit und verantwortungsbewusstsein aus
  * du hast gute kenntnisse der deutschen sprache in wort und schrift (mind. b2 niveau)
  * bestenfalls verfã¼gst du ã¼ber einen pkw-fã¼hrerschein

  bewerbungen bereits ausgebildeter rangierbegleiter sind selbstverstã¤ndlich ebenso willkommen.
  __________________________________________________

  kontakt-infos

  unternehmen deutsche bahn ag","['e-mail', 'protected email', 'email', 'w']"
"  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  weiterbildung zum lokführer online (m/w/d)

  48143 münster (westfalen) - centrum
  19.04.2021
  anzeigennr.: 1739064020

  beschreibung

  bei uns hast du jetzt die chance deine ausbildung online zum triebfahrzeugführer zu starten.
  die ausbildung ist daher bundesweit möglich. du benötigst nur eine stabile internetverbindung.

  natürlich werden dir alle notwendigen unterlagen und ein laptop von uns während der ausbildung gestellt.

  bei uns bekommst du die chance für deine berufliche zukunft! dich erwartet eine anspruchsvolle
  10-monatige ausbildung in theorie und auf der schiene. durch qualifizierte dozenten
  bekommst du eine top ausbildung mit späterer übernahmegarantie nach abschluss der prüfung.

  nach erfolgreich abgeschlossener ausbildung erwarten dich:
  - 100% übernahme
  - bahncard 100
  - sehr guter verdienst 3.000? netto
  - eigenverantwortung
  - krisensicherer job
  - gute karrieremöglichkeiten

  folgende voraussetzung musst du mitbringen:
  - mind. 20 jahre
  - hauptschulabschluss oder gleichwertige ausbildung
  - kein laufendes mpu verfahren oder punkteabbauseminar!!!
  - reisebereitschaft (einsatzorte deutschlandweit)
  - schichtdienst
  - für personen über 50 geeignet!

  nutze jetzt deine chance und bewirb dich mit folgenden unterlagen:
  * lebenslauf komplett
  * abschlusszeugnis schule (mind. sek.1) hauptschule oder / gesellenbrief
  * ausweis / aufenthaltstitel (kopie beidseitig)
  * führerschein (kopie beidseitig) wenn vorhanden

  weitere infos auch gerne telefonisch!

  tel. 051219349685
  mo-fr von 08.00-15.00 uhr

  ebs hildesheim gmbh
  langer garten 19
  31137 hildesheim
  tel. 051219349685
  web: www.ebs-hildesheim.de
  *
  * zur merkliste hinzufügen

  fehler

  anzeige teilen

  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  * eh ebs hildesheim gmbh
  gewerblicher nutzer
  aktiv seit 08.04.2021
  * 05121... anzeigen
  __________________________________________________

  * 50 anzeigen online
  * folgen

  * anzeige melden
  * anzeige drucken","['e-mail', 'w', 'e-mail']"
"  description

  ""autarcs"" ist ein aufblhendes sicherheitsunternehmen mit vielen unterschiedlichen und sehr interessanten einsatzmglichkeiten im gesamten bundesgebiet. starten sie jetzt ihre karriere im sicherheitsdienst, oder fhren diese bei uns fort. in den letzten jahren ist die nachfrage nach qualifiziertem bewachungspersonal stetig angestiegen. die politische lage in deutschland, europa und weltweit sowie die zeichen der zeit fordern zunehmend ein durchdachtes sicherheitskonzept fr betriebe, kommunen und privatpersonen.

  fr den ausbau unseres teams im werksschutz suchen wir ab sofort mehrere revierfahrer/innen!!!

  bezahlung: 13,94/std. + gesetzliche zulagen!!!

  ihre aufgaben:

  * durchfhrung von kontrollfahrten
  * protokollfhrung, objektsicherung

  ihr profil:

  * sachkundeprfung nach 34a gewo
  * gngige edv-kenntnisse, pkw-fhrerschein

  die bezahlung liegt im rahmen des tarifes nordrhein-westfalen (fachkraft - sicherheitsdienste) plus weiterer objektabhngiger und gesetzlicher zulagen.

  """"""auch quereinsteiger/innen"""""", die sich umorientieren und zum ersten mal im sicherheitsgewerbe ttig werden mchten, sind herzlich willkommen! wir bieten ihnen hierzu qualifizierte fortbildungsmanahmen, in kooperation mit unseren bildungstrgern, an. eine umfangreiche, modulare ausbildung zur security-fachkraft fr personen- und sachschutz mit ihk-prfungsabschlssen und zertifizierungen ist demnach auch fr ungeschultes personal mglich..

  wir freuen uns auf ihre aussagekrftigen bewerbungsunterlagen mit arbeitgeberzeugnissen und der angabe ihres telefon- oder emailkontaktes. ihre schriftlichen bewerbungsunterlagen knnen von uns jedoch, aus kostengrnden, nicht zurck gesendet werden.

  bei fragen vorab wenden sie sich telefonisch bitte an unser recruitment-center: thomas napora 0178/2186419

  schriftliche bewerbung an: autarcs sicherheitsdienst dickampstr. 10 45879 gelsenkirchen

  emailbewerbung an: bewerbung@autarcs.de

  bereitgestellt in kooperation mit der bundesagentur fr arbeit.",['thomas']
"  description

  stellenanzeige: weibliche hauptdarstellerin ""schlerin"" (w/d) fr krass schule (vergtet) in kln (deutschland)
  einsatzort: 50825 kln/ nordrhein-westfalen

  weibliche hauptdarstellerin ""schlerin"" (w/d) fr krass schule (vergtet) in kln (deutschland)
  produktionsfirma sucht schauspielerin (auch statistin/komparsin, model, hostess/promoterin, und andere) im spielalter 17-22 jahre fr krass schule in kln (deutschland).

  gesucht wird

  eine darstellerin fr eine unserer schlerinnenrollen

  zeiraum mai - oktober
  abrechnung ber produktion.

  bitte beachtet, dass die bewerbung nur bercksichtigt werden kann, sofern die zeitliche verfgbarkeit im genannten zeitraum gegeben ist!

  bitte bewirb dich mit einem tagesaktuellen portrait foto.

  stagepool ab deutschland
  hinweis:","['w', 'w']"
"  share

  stellenbeschreibung

  für unseren namhaften kunden am standort leverkusen suchen wir zum nächstmöglichen zeitpunkt einen lokrangierführer (m/w/d).

  ihre aufgaben:
  * bilden von ausgangszügen
  * gefahrgutprüfung nach rid
  * auflösen von eingangszügen
  * auf- und abrüsten der lokomotiven
  * ordnungsgemäße und pünktliche zustellung und abholung von güterwagen an den
  * rangiertätigkeiten auf den bahnanlagen der chemparks

  ihr profil:
  * abgeschlossene ausbildung im eisenbahnbetrieb
  * eisenbahnführerschein klasse 1/a
  * erfahrungen im operativen eisenbahndienst
  * erfahrungen im lokrangierdienst
  * umfangreiche kenntnisse der unterwiesenen lokomotiven
  * kenntnisse über die technik der güterwagen/wagenprüfer g stufe 2 / bremsprovenberechtigter
  * allgemeine pc-kenntnisse

  was wir bieten:
  * ein modernes und abwechslungsreiches arbeitsumfeld in einem international agierenden unternehmen
  * chance auf übernahme bei unserem kunden
  * persönliche und zuverlässige betreuung und beratung
  * umfangreiche und professionelle unterstützung im bewerbungsprozess
  * ein fixes monatsgehalt mit auszahlung zum ende eines jeden monats

  bei interesse freuen wir uns auf ihre bewerbungsunterlagen, die sie uns bevorzugt per e-mail an bewerbercenter@jobactive.de senden. vielen dank!

  firmenbeschreibung

  die jobactive gmbh steht für kompetenz und leidenschaft in den unterschiedlichsten bereichen des personalmanagements, ganz gleich ob personalberatung, -beschaffung oder -vermittlung. wir stellen unseren renommierten kunden bei personalengpässen und saisonbedingten arbeitsspitzen unsere mitarbeiter zur verfügung.

  stellendetails

  einsatzort

  51373 leverkusen

  nordrhein-westfalen deutschland

  branche

  chemie

  beruf

  eisenbahner / eisenbahnerin im betriebsdienst fachrichtung lokführer und transport

  tätigkeitsbereich

  logistik u. materialwirtschaft (einkauf, lager, transport v. güter u. personen)

  befristung

  unbefristet

  kontakt

  jobactive gmbh

  frau firdaous saad

  friedrich-ebert-platz 7-11

  51373 leverkusen

  +49 214 86909121

  firdaous.saad@jobactive.de

  http://www.jobactive.de/
  jetzt bewerben mit:
  bewerbungsformular e-mail
  jetzt online bewerben!","['w', '1', 'g', 'e-mail', 'e-mail']"
"staffselect e. k.   seiteninhalt

  zurück zur startseite
  seitenhilfe druckansicht

  stellenangebot - triebfahrzeugführer (m/w/d) personenverkehr, 105883 (schienenfahrzeugführer/in)

  überblick über das stellenangebot

  referenznummer

  10000-1183545209-s
  titel des stellenangebots

  triebfahrzeugführer (m/w/d) personenverkehr, 105883 (schienenfahrzeugführer/in)
  alternativberufe
  eisenbahner/in - betriebsdienst - lokführer und transport
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)

  das stellenangebot wird durch den arbeitgeber selbst verwaltet.
  arbeitgeber
  staffselect e. k.

  branche: vermittlung von arbeitskräften, betriebsgröße: zwischen 6 und 50
  stellenbeschreibung

  staffselect sucht mehrere triebfahrzeugführer (m/w/d) für die strecke.

  ihre aufgaben:

  - durchführung von zugfahrten unter beachtung der vorlagen und richtlinien des eba
  - vorbereitungs- und abschlussdienst
  - verständliche und umfassende fahrgastinformation

  ihr profil:

  - sie haben eine abgeschlossene ausbildung zum/r triebfahrzeugführer (m/w/d)
  - zwingend erforderlich eisenbahnfahrzeugführerschein klasse iii bzw. b
  - sie arbeiten selbständig und sind zeitlich flexibel
  - betriebsdiensttauglichkeit sowie zuverlässigkeit und pünktlichkeit wird erwartet

  wir bieten:

  - sicheres und faires einkommen (ab 17,42?/std. plus zulagen)
  - abwechslungsreiche tätigkeiten
  - angenehmes arbeitsklima
  - umfassende beratung und gezielte betreuung
  - unbefristetes, dauerhaftes arbeitsverhältnis

  interesse? einzelheiten erfahren sie von herrn peter tieben oder peter schöppner; 0203-8050980

  bei eignung sowie interesse freuen wir uns auf ihre bewerbung!

  hinweis:

  staffselect arbeitet auf grundlage des aktivierungs- und vermittlungsgutscheins. diesen erhalten sie bei ihrer arbeitsagentur bzw. ihrem jobcenter. falls sie keinen aktivierungs- und vermittlungsgutschein erhalten, können sie sich trotzdem bewerben, wir haben auch viele arbeitgeber die die kosten im falle einer vermittlung übernehmen.

  in manchen stellenangeboten sind mehrere arbeitsorte angegeben. das heißt, dass wir die beschriebene stelle in ähnlicher form in mehreren städten anbieten. sie können in ihrer bewerbung angeben, welcher arbeitsort für sie in frage kommt.

  ich weise darauf hin, dass bewerbungsunterlagen, die per post eingehen, aus kostengründen nicht zurückgesandt werden können. es besteht die möglichkeit, die unterlagen nach abschluss des bewerbungsverfahrens bei uns innerhalb von 4 wochen abzuholen. unterlagen, die nicht innerhalb der vorgenannten frist abgeholt werden, werden aus datenschutzrechtlichen gründen vernichtet.

  wir freuen uns auf ihre bewerbung!

  staffselect arbeitsmarktdienstleistungen
  leineweberstraße 72 - 76
  45468 mülheim an der ruhr

  bei rückfragen können sie sich gerne unter

  tel.: 0203/8050980

  handy/whatsapp: 0174 5178370

  email: info@staffselect.de

  melden.
  führungsverantwortung

  keine führungsverantwortung
  arbeitsorte

  45468 mülheim an der ruhr, nordrhein-westfalen, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  1 stelle
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit
  vergütung und zusatzleistungen

  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: bza / igz
  befristung

  unbefristetes arbeitsverhältnis

  kontaktdaten

  sicherheitsabfrage

  bitte geben sie die dargestellten zeichen in das textfeld ein, um fortzufahren:
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  informationen

  quelle des stellenangebots
  arbeitsagentur.de

  letzte änderung
  21.04.2021 08:57

  weiterführende links

  * rund um den arbeitsplatz
  * informationen für ausländische bewerber
  * informationen zu tarifverträgen
  * bitte beachten sie den haftungsausschluss
  * verdienst/einkommen in dem beruf","['w', 'w', 'w', 'w', '4', 'whatsapp', 'email', '1']"
"  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  triebfahrzeugführer umschulung online (m/w/d)

  37671 nordrhein-westfalen - höxter
  19.04.2021
  anzeigennr.: 1739025613

  beschreibung

  bei uns hast du jetzt die chance deine ausbildung online zum triebfahrzeugführer zu starten.
  die ausbildung ist daher bundesweit möglich. du benötigst nur eine stabile internetverbindung.

  natürlich werden dir alle notwendigen unterlagen und ein laptop von uns während der ausbildung gestellt.

  bei uns bekommst du die chance für deine berufliche zukunft! dich erwartet eine anspruchsvolle
  10-monatige ausbildung in theorie und auf der schiene. durch qualifizierte dozenten
  bekommst du eine top ausbildung mit späterer übernahmegarantie nach abschluss der prüfung.

  nach erfolgreich abgeschlossener ausbildung erwarten dich:
  - 100% übernahme
  - bahncard 100
  - sehr guter verdienst 3.000? netto
  - eigenverantwortung
  - krisensicherer job
  - gute karrieremöglichkeiten

  folgende voraussetzung musst du mitbringen:
  - mind. 20 jahre
  - hauptschulabschluss oder gleichwertige ausbildung
  - kein laufendes mpu verfahren oder punkteabbauseminar!!!
  - reisebereitschaft (einsatzorte deutschlandweit)
  - schichtdienst
  - für personen über 50 geeignet!

  nutze jetzt deine chance und bewirb dich mit folgenden unterlagen:
  * lebenslauf komplett
  * abschlusszeugnis schule (mind. sek.1) hauptschule oder / gesellenbrief
  * ausweis / aufenthaltstitel (kopie beidseitig)
  * führerschein (kopie beidseitig) wenn vorhanden

  weitere infos auch gerne telefonisch!

  tel. 051219349685
  mo-fr von 08.00-15.00 uhr

  ebs hildesheim gmbh
  langer garten 19
  31137 hildesheim
  tel. 051219349685
  web: www.ebs-hildesheim.de
  *
  * zur merkliste hinzufügen

  fehler

  anzeige teilen

  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  * eh ebs hildesheim gmbh
  gewerblicher nutzer
  aktiv seit 19.04.2021
  * 05121... anzeigen
  __________________________________________________

  * 10 anzeigen online
  * folgen

  * anzeige melden
  * anzeige drucken","['e-mail', 'w', 'e-mail']"
